Publication ID,Title,Year,Publication Type,Publication URL,Journal Name,Researcher ID,Journal ID
1428,What should be the timing rule for 'derivation' of assessable income by beneficiaries of discretionary trusts?,2013,Journal articles,"http://www.jausttax.com/Articles_Free/JAT%20Volume%2015,%20Issue%201%20-%20Boccabella.pdf",Journal of Australian Taxation,1,1295
1429,An ordered approach to the tax rules for problem solving in a first Australian income taxation law course can improve student performance,2012,Journal articles,,eJournal of Tax Research,1,618
1430,Another skirmish on the discretionary trust battlefield,2012,Journal articles,,Weekly Tax Bulletin,1,
1431,A loss-carryback rule for business losses in Australia: Some initial thoughts,2011,Journal articles,,Weekly Tax Bulletin,1,
1432,High Court special leave application in Clark trust resettlement case: suggested considerations - Part 1,2011,Journal articles,,Weekly Tax Bulletin,1,
1433,High Court special leave application in Clark trust resettlement case: suggested considerations - Part 2,2011,Journal articles,,Weekly Tax Bulletin,1,
1434,Is the Clark trust case a reminder of another mystery “lurking” in the Trust Loss Rules?,2011,Journal articles,,Weekly Tax Bulletin,1,
1435,Theft of trading stock: preventing a double deduction on loss by theft is problematic,2011,Journal articles,,Australian Tax Review,1,285
1436,Special leave application in Anstis raises some fundamental issues,2010,Journal articles,,Weekly Tax Bulletin,1,
1437,Self-education expenses - the importance of the Anstis case,2009,Journal articles,,Weekly Tax Bulletin,1,
1438,Taxing the family home: status quo is not a principled position,2009,Journal articles,,Weekly Tax Bulletin,1,
1439,The Anstis appeal and self-education expenses: deduction denial more likely,2009,Journal articles,,Weekly Tax Bulletin,1,
1440,$250 deduction denial for expenses of self-education: Retention of Section 82A is a mystery,2008,Journal articles,,Australian Tax Review,1,285
1441,Are Mortgage Discharge Fees and Expenses,2007,Journal articles,,Weekly Tax Bulletin,1,
1442,"Continuity of Business Test and Large Company Tax Losses: Yes, No, Perhaps and Yes Again",2007,Journal articles,,Weekly Tax Bulletin,1,
1443,Enactment of deduction rule regarding travel between workplaces or income producing activities can lead to errors,2007,Journal articles,http://classic.austlii.edu.au/au/journals/JlATax/2007/4.html,Journal of Australian Taxation,1,1295
1444,Inclusion in cost base of investment property of interest denied deductibility under a split loan because of Part IVA: some follow up analysis,2007,Journal articles,,Revenue Law Journal,1,2242
1445,Share sales at amounts significantly in excess of market value on long-dated payment terms,2007,Journal articles,,Australian Tax Review,1,285
1446,Should CGT Asset Cost Base Inclusion take Priority over the Black-Hole Expenditure Section?,2007,Journal articles,,Weekly Tax Bulletin,1,
1447,"The ""no gain/no loss"" rule: A reminder of nothings",2006,Journal articles,,Weekly Tax Bulletin,1,
1448,ATO`s determination on CGT cost base inclusion for interest expenditure denied deductibility under split loans because of Part IVA is flawed and misleading,2005,Journal articles,https://openalex.org/W8909986,Revenue Law Journal,1,2242
1449,Is the Australian Taxation Office failing to use all its weapons aggressive tax planning? An analysis against the facts in Puzey v FCT,2005,Journal articles,,Journal of Australian Taxation,1,1295
1450,Does the interest expenditure denied deductibility in Hart's case enter the CGT cost base of the investment property? An examination of the key issues,2004,Journal articles,,Australian Tax Review,1,285
1451,Home loan unit trust arrangement: nature and quantum of advantage sought and analysis of tax effectiveness under the non-Part IVA provisions,2003,Journal articles,,Australian Tax Review,1,285
1452,Home loan unit trust arrangements: analysis of application of Part IVA,2003,Journal articles,,Australian Tax Review,1,285
1453,ATO's scrutiny of service trusts (entities) may result in over-punishment of taxpayers,2003,Journal articles,,Weekly Tax Bulletin,1,
1454,Denial of franking account credit for carry forward surplus may expose companies to 'franking additional tax,2003,Journal articles,,Weekly Tax Bulletin,1,
1455,Was the ATO too quick in rejecting a cash basis of 'incurred' - analysis of ATO's rejection against the background of a standard split loan,2003,Journal articles,,Australian Tax Review,1,285
1456,Wish list of inclusions in forthcoming ruling on distributions of partnership profits,2003,Journal articles,,Weekly Tax Bulletin,1,
1457,Budplan case: Not a victory on every front for the Commissioner,2002,Journal articles,,Weekly Tax Bulletin,1,
1458,Assessable income dropout of receivables on changeover from cash to accruals tax accounting: Another nail in Henderson coffin,2002,Journal articles,,Weekly Tax Bulletin,1,
1459,Discount capital gains and car fringe benefits: Where is tax paternalism when it`s really needed?,2002,Journal articles,,Weekly Tax Bulletin,1,
1460,Home loan unit trust arrangement: Response to some pro-taxpayer assertions,2002,Journal articles,,Weekly Tax Bulletin,1,
1461,"Non self-executing nature of Part IVA: Potential opportunity for ATO, and pitfall for taxpayers",2002,Journal articles,,Weekly Tax Bulletin,1,
1462,Success of latest home loan tax scheme relies on taxation of imputed rent,2002,Journal articles,,Weekly Tax Bulletin,1,
1463,Tips and Gratuities: Inconsistent treatment is hard to justify,2002,Journal articles,,The Tax Specialist,1,2454
1464,Vincent case contains one concern for ATO,2002,Journal articles,,Weekly Tax Bulletin,1,
1465,GST: Selling business cars - another pitfall for the unwary,2001,Journal articles,,Goods and Services Tax Journal,1,
1466,PSI Rules and Part IVA: Unlikely to be an exclusive code,2001,Journal articles,,Weekly Tax Bulletin,1,
1467,Political Parties and ATO embrace presumptive taxes: Scope for further use?,2001,Journal articles,,Weekly Tax Bulletin,1,
1468,GST and Commercial Real Estate: A Double Warning for Owners,2000,Journal articles,,Australian Law Journal,1,279
1469,GST on Commercial Real Estate,2000,Journal articles,,NSW Law Society Journal,1,
1470,The Impact of GST on Sale and Rental of Real Estate,2000,Journal articles,,Australian Law Journal,1,279
1471,When and How to Use the GST Property Margin Scheme,2000,Journal articles,,NSW Law Society Journal,1,
1472,Australia’s GST & Commercial Real Estate: Words of Caution for Foreign Investors,2000,Journal articles,,Company and Securities Law Journal,1,436
1473,Australia’s Tax Reform Rejects or Modifies Fundamental Tax Principles,2000,Journal articles,,Australian Tax Review,1,285
1474,Cash Flow/Tax Value Method: Platform for Accruals Taxation Indelibly Planted,2000,Journal articles,,Taxation in Australia (Blue Edition),1,
1475,Deductions for Expenses of Travelling to and from Work: Reminder of Obscure Deduction,2000,Journal articles,,Weekly Tax Bulletin,1,
1476,Proposed Cash Flow/Tax Value Method Provides Base for Accruals Taxation,2000,Journal articles,,Weekly Tax Bulletin,1,
1477,Proposed Cash Flow/Tax Value Method of Determining Taxable Income: Structure and Application,2000,Journal articles,,Journal of Australian Taxation,1,1295
1478,Retaining a Work in Progress Advantage under the Ralph Report,2000,Journal articles,,Taxation in Australia,1,2455
1479,Continuity of Business Tests Facilitate the Transfer of Tax Attributes under Australia’s Income Tax: Technical Issues and Policy Justification,1999,Journal articles,,Australian Tax Forum Journal,1,283
1480,Difference between Trust Law Income and Taxable Income: Challenge for Supporters of Quantum View,1999,Journal articles,,Weekly Tax Bulletin,1,
1481,GST and Trade Unions,1999,Journal articles,,GST Today,1,
1482,Relearning and Unlearning Established Tax Concepts,1999,Journal articles,,Weekly Tax Bulletin,1,
1483,FCT v Rowe: Will the High Court Overrule Itself?,1996,Journal articles,,Taxation in Australia: Red Edition,1,
1484,Cast in Concrete: The Allowable Deduction Provisions,1995,Journal articles,,Taxation in Australia (Blue Edition),1,
1485,FBT Deductibility: Policy Issues and TR 95/24,1995,Journal articles,,Taxation In Australia (Red Edition),1,
1486,FBT deductibility Draft Ruling: Technically Deficient but still useful for many Taxpayers,1995,Journal articles,,Butterworth's Fringe Benefits Tax Bulletin,1,
1487,Section 80E and the Continuity of Business Draft Ruling: Time to Focus on Key Matters,1995,Journal articles,,Weekly Tax Bulletin,1,
1488,CGT and Damages: The Challenge to Restore Coherence - Part 1: The basic Principles and Problems,1994,Journal articles,,Taxation in Australia: Red Edition,1,
1489,CGT and Damages: The Challenge to Restore Coherence - Part 2: A Suggested Framework for Approaching the Problem,1994,Journal articles,,Taxation in Australia: Red Edition,1,
1490,Ill-gotten gains and the ATO’s Ruling: Some Observations,1994,Journal articles,,Weekly Tax Bulletin,1,
1491,The Section 51 Private/Income Producing Boundary: Some Recent Developments and the Future,1994,Journal articles,,Weekly Tax Bulletin,1,
1492,CGT and Damages Awards: The Essential Issues,1993,Journal articles,,Butterworth's Capital Gains Tax Circular,1,
1493,Capital Gains Tax and Damages: The treatment can cohere with the CGT framework,1993,Journal articles,,Weekly Tax Bulletin,1,
1494,Legal Professional Privilege: The Case for Tax Accountants’ Clients,1993,Journal articles,,Taxation in Australia,1,2455
1495,"Taxpayer Complaints: The new Objection, Appeal and Review Provisions",1993,Journal articles,,Taxation in Australia,1,2455
1496,"Properly Referable Concept: Policy Basis, Jurisprudential Basis and Interaction with Incurred Concept and Deduction Deferral Regime",2008,Working Papers,http://dx.doi.org/,,1,
1497,“In relation to”: The connection between expenditure and a business under s 40-880,2024,Conference Papers,,,1,
1498,"If challenged in court, Australia's system of negative gearing might not survive",2024,Conference Papers,,,1,
1499,Negative gearing: (Re)Evaluating application of general deduction provision and the GAAR,2024,Conference Papers,,,1,
1500,Presentation on selected topics of Australian taxation system to visiting delegation of tax administrators from China State Tax Administration,2024,Conference Presentations,,,1,
1501,Income equalisation clauses,2023,Conference Papers,,,1,
1502,Partnership income taxation regime: Partner allocation mechanisms are not so straightforward,2022,Conference Papers,,,1,
1503,Be careful what you claim for when working from home. There are capital gains tax risks,2020,Other,https://theconversation.com/be-careful-what-you-claim-for-when-working-from-home-there-are-capital-gains-tax-risks-141364,,1,
1504,Testamentary trusts are one of the last truly outrageous means of avoiding tax,2020,Other,https://www.businessthink.unsw.edu.au/articles/testamentary-trusts-avoiding-tax,,1,
1505,"Effect of the general law of trusts on the income taxation treatment of extinguished receipts, associated tax attributes and remaining taxable income",2019,Conference Papers,,,1,
1506,"Chaotic Thomas litigation involving pass-through of taxable income, franked distributions and franking credits to discretionary beneficiaries: Oversights, errors guidance and analysis",2019,Conference Papers,,,1,
1507,Labor’s discretionary trust tax policy reforms: Why are testamentary trusts excluded?,2018,Conference Papers,,,1,
1508,How gig economy workers will be left short on super,2017,Other,"https://theconversation.com/how-gig-economy-workers-will-be-left-short-of-super-85814#:~:text=The%20gig%20economy%20creates%20cohorts,miss%20out%20on%20superannuation%20payments.",,1,
1509,"Myer Income Strands at 30-Year Anniversary: Nature, Scope and Interaction with other Charging Rules",2017,Conference Papers,https://www.business.unsw.edu.au/About-Site/Schools-Site/Taxation-Business-Law-Site/Documents/Myer_Income_Strands_at_30_Year_Anniversary_Boccabella_and_Seymour.pdf,,1,
1510,Making sense of the facts and what occurred in the Thomas litigation,2017,Conference Papers,,,1,
1511,Family trusts often cause more harm than good,2017,Other,https://theconversation.com/family-trusts-often-cause-more-harm-than-good-81551,,1,
